CODE_BAR,PRIX,TYPE_PROMO,NUM_PRODUIT,REDUCTION
3175681257566,2.32,reduction,2,68.0
3175681257528,2.32,reduction,2,68.0
3175681263130,2.32,reduction,2,68.0
3456300009750,3.03,reduction,2,60.0
3456300013054,2.95,reduction,2,60.0
3456300013047,2.95,reduction,2,60.0
7614800891008,4.99,combinaison,3,100.0
3456300014242,2.63,reduction,2,68.0
3456300014228,2.63,reduction,2,68.0
3456300014235,2.63,reduction,2,68.0
3175681272941,2.36,reduction,2,68.0
7617014202721,3.35,combinaison,3,100.0
7617014191766,3.09,combinaison,3,100.0
7617014202707,3.35,combinaison,3,100.0
7617014191742,3.09,combinaison,3,100.0
7617014202820,9.59,combinaison,3,100.0
7617014202806,9.59,combinaison,3,100.0
8000070051126,7.99,combinaison,3,100.0
8000070051096,7.99,combinaison,3,100.0
8000070055162,4.19,combinaison,3,100.0
3572420000436,3.9,combinaison,3,100.0
3572420000764,3.95,combinaison,3,100.0
3572420000757,2.99,combinaison,3,100.0
3572420001051,0.61,combinaison,3,100.0
5600317471613,5.91,reduction,1,20.0
5600244397567,5.91,reduction,1,20.0
5600317475413,5.96,reduction,1,20.0
3111902100037,2.8,reduction,1,34.0
7622210974365,5.25,combinaison,3,100.0
7622210593184,3.19,combinaison,3,100.0
3174061051114,2.99,reduction,2,68.0
3174061051152,2.49,reduction,2,68.0
3174061051138,2.99,reduction,2,68.0
3174061051121,3.05,reduction,2,68.0
3174061051145,2.49,reduction,2,68.0
3174061051169,2.85,reduction,2,68.0
3174061050407,6.29,reduction,2,68.0
3174061051015,2.74,reduction,2,68.0
3174061051022,3.19,reduction,2,68.0
3452200002624,3.39,reduction,2,68.0
3452200002600,3.39,reduction,2,68.0
3452200002235,3.09,reduction,2,68.0
3452200002662,3.39,reduction,2,68.0
3330720258083,2.55,combinaison,3,100.0
3452200009098,3.39,reduction,2,68.0
3452200009142,3.39,reduction,2,68.0
3452200009234,3.39,reduction,2,68.0
3452200009067,3.39,reduction,2,68.0
3452200009258,3.35,reduction,2,68.0
3452200009050,3.39,reduction,2,68.0
3330720258106,2.45,combinaison,3,100.0
3330720258069,2.05,combinaison,3,100.0
3179142040032,5.89,combinaison,4,100.0
3245411253844,0.65,reduction,2,30.0
3179142055203,4.55,combinaison,4,100.0
3330720237378,3.99,combinaison,3,100.0
3330720237255,3.25,combinaison,3,100.0
3560071095307,2.35,reduction,2,60.0
3456300011739,2.02,combinaison,3,100.0
3456300009880,3.19,reduction,2,60.0
3456300009910,3.03,reduction,2,60.0
3179142040049,5.12,combinaison,4,100.0
3179140213964,2.95,combinaison,4,100.0
3179142000425,3.75,combinaison,4,100.0
3179140103319,2.15,combinaison,4,100.0
3017620721922,4.8,reduction,2,60.0
8000500188620,4.75,reduction,2,60.0
7622201464103,3.39,combinaison,3,100.0
3392460481671,1.59,combinaison,3,100.0
3392460511200,1.59,combinaison,3,100.0
3017760502399,1.84,combinaison,3,100.0
3392460510050,1.59,combinaison,3,100.0
3017760791892,1.91,combinaison,3,100.0
5059321003745,2.35,combinaison,3,100.0
7613035421554,3.49,catalogue,1,0.0
7613033135538,3.59,catalogue,1,0.0
3456300011746,2.02,combinaison,3,100.0
3061990143839,5.0,catalogue,1,0.0
3061990143822,5.0,catalogue,1,0.0
3560071430078,0.99,reduction,2,30.0
3116430216366,11.8,Remise,1,34.0
3116430519252,11.8,Remise,1,34.0
3175681263147,2.89,reduction,2,68.0
3175681272934,2.36,reduction,2,68.0
3175681257535,2.32,reduction,2,68.0
7622210354662,3.04,combinaison,3,100.0
7614800170004,2.26,combinaison,3,100.0
7614800321000,1.99,combinaison,3,100.0
7614800121242,2.45,combinaison,3,100.0
7614800119096,2.33,combinaison,3,100.0
7614800256005,2.39,combinaison,3,100.0
7614800265229,2.75,combinaison,3,100.0
7614800150808,2.55,combinaison,3,100.0
7614800190002,2.25,combinaison,3,100.0
7614800277000,1.89,combinaison,3,100.0
7614800231088,2.45,combinaison,3,100.0
7614800136024,2.65,combinaison,3,100.0
7614800245009,2.55,combinaison,3,100.0
3456300015676,2.59,reduction,2,68.0
3456300015355,2.59,reduction,2,68.0
3456300014259,2.63,reduction,2,68.0
3701239902383,3.19,combinaison,3,100.0
8000500310427,2.78,reduction,2,50.0
8000500382769,2.59,catalogue,1,0.0
7622210707253,3.3,combinaison,3,100.0
7622210707192,3.3,combinaison,3,100.0
7622210706553,9.42,Remise,1,34.0
3178530415131,3.2,catalogue,1,0.0
3178530415193,3.68,catalogue,1,0.0
3175681272927,2.36,reduction,2,68.0
7613287598967,5.05,combinaison,3,100.0
7613287598936,5.09,combinaison,3,100.0
3103220061138,5.69,catalogue,1,0.0
3103220061862,1.7,catalogue,1,0.0
3501275112261,1.85,catalogue,1,0.0
3046920040488,2.49,reduction,2,50.0
3664346332521,2.55,combinaison,3,100.0
3664346332538,2.55,combinaison,3,100.0
3664346332590,2.55,combinaison,3,100.0
3664346337519,2.55,catalogue,1,0.0
3664346328234,4.69,catalogue,1,0.0
3560070821815,0.99,catalogue,1,0.0
3560071276775,0.99,catalogue,1,0.0
3270190129134,2.69,catalogue,1,0.0
3560070821099,0.89,catalogue,1,0.0
3560070821808,0.99,catalogue,1,0.0
3560070880812,0.99,catalogue,1,0.0
3560070361427,2.99,catalogue,1,0.0
3560071265649,0.99,catalogue,1,0.0
3560071413453,0.89,catalogue,1,0.0
3560070245734,3.15,catalogue,1,0.0
3560070821082,0.99,catalogue,1,0.0
3560071265625,3.15,catalogue,1,0.0
3270190124528,2.99,catalogue,1,0.0
3560070821846,0.99,catalogue,1,0.0
3560070113927,2.28,catalogue,1,0.0
3560071005788,2.99,catalogue,1,0.0
3560070821822,0.99,catalogue,1,0.0
3560070828722,0.89,catalogue,1,0.0
3560071276744,0.99,catalogue,1,0.0
3173289210204,3.75,catalogue,1,0.0
4601798030055,1.91,catalogue,1,0.0
8410031930658,2.1,catalogue,1,0.0
8410031936506,2.09,catalogue,1,0.0
8723400824343,4.7,catalogue,1,0.0
8723400824428,4.7,catalogue,1,0.0
8410031972290,2.1,catalogue,1,0.0
8410031936520,2.1,catalogue,1,0.0
8410031936469,2.1,catalogue,1,0.0
3103220047576,5.69,catalogue,1,0.0
3103220044025,5.59,catalogue,1,0.0
3103220045732,5.69,catalogue,1,0.0
3103220035337,5.59,catalogue,1,0.0
4001686716649,5.59,catalogue,1,0.0
3103220061855,1.7,catalogue,1,0.0
3103220036334,5.59,catalogue,1,0.0
3103220061831,3.85,catalogue,1,0.0
3103220045664,5.59,catalogue,1,0.0
3103220036402,5.59,catalogue,1,0.0
3103220061145,5.69,catalogue,1,0.0
57023397,0.98,combinaison,3,100.0
57023373,0.98,combinaison,3,100.0
3664346334679,4.79,catalogue,1,0.0
3664346334587,4.79,catalogue,1,0.0
3664346325585,4.79,catalogue,1,0.0
3116740037637,2.55,catalogue,1,0.0
3664346336796,6.29,catalogue,1,0.0
3116740036975,4.99,catalogue,1,0.0
3116740037743,2.83,catalogue,1,0.0
3664346331784,4.35,catalogue,1,0.0
3116740017332,1.65,catalogue,1,0.0
3664346331807,3.5,catalogue,1,0.0
3116740037729,2.83,catalogue,1,0.0
3116740037620,2.55,catalogue,1,0.0
3664346332361,4.35,catalogue,1,0.0
3664346338035,6.29,catalogue,1,0.0
3664346331777,4.35,catalogue,1,0.0
3664346337243,6.29,catalogue,1,0.0
3116740036098,4.99,catalogue,1,0.0
3116740037682,4.35,catalogue,1,0.0
3664346331791,3.5,catalogue,1,0.0
3664346331838,3.5,catalogue,1,0.0
3116740037712,4.99,catalogue,1,0.0
3116740037606,2.55,catalogue,1,0.0
4009900532839,1.79,catalogue,1,0.0
3501275112186,6.1,catalogue,1,0.0
3501275150300,4.31,catalogue,1,0.0
3501275112230,6.1,catalogue,1,0.0
3501271213047,1.85,catalogue,1,0.0
3501275112193,6.1,catalogue,1,0.0
3501275112377,8.9,catalogue,1,0.0
3501275112513,1.85,catalogue,1,0.0
3501275112506,1.85,catalogue,1,0.0
3501275112001,1.85,catalogue,1,0.0
3501275111806,1.85,catalogue,1,0.0
3501275112155,1.85,catalogue,1,0.0
3501271113033,1.85,catalogue,1,0.0
8000500166727,2.69,reduction,2,68.0
8000500319895,3.69,reduction,2,68.0
8000500319925,3.69,reduction,2,68.0
8000500341872,2.29,reduction,2,68.0
8000500167045,2.65,reduction,2,68.0
8000500166758,2.39,reduction,2,68.0
8000500205341,2.2,reduction,2,68.0
8000500166697,2.39,reduction,2,68.0
8000500166789,2.65,reduction,2,68.0
8000500381540,2.39,reduction,2,68.0
8000500379325,2.69,reduction,2,68.0
8000500379349,2.69,reduction,2,68.0
3116740037736,2.83,catalogue,1,0.0
3501271140039,1.85,catalogue,1,0.0
3501270074106,11.76,catalogue,1,0.0
5900951294204,4.81,combinaison,3,100.0
7616500927827,3.19,combinaison,3,100.0
3270190005834,3.75,reduction,2,30.0
7617014193517,3.83,combinaison,3,100.0
7617014193807,3.84,combinaison,3,100.0
7617014191728,3.19,combinaison,3,100.0
7617014193456,3.84,combinaison,3,100.0
7617014191667,3.19,combinaison,3,100.0
7617014191681,3.19,combinaison,3,100.0
7617014193272,9.05,combinaison,3,100.0
7617014193159,9.05,combinaison,3,100.0
7617014165347,3.65,combinaison,3,100.0
7617014193173,9.05,combinaison,3,100.0
7617014193272,9.05,combinaison,3,100.0
7617014193159,9.05,combinaison,3,100.0
7617014165347,3.65,combinaison,3,100.0
7617014193173,9.05,combinaison,3,100.0
7617014193418,3.84,combinaison,3,100.0
7617014187431,3.65,combinaison,3,100.0
7617014202783,4.54,combinaison,3,100.0
7617014199496,4.35,combinaison,3,100.0
7617014165385,3.79,combinaison,3,100.0
7617014193432,3.84,combinaison,3,100.0
7617014193210,9.05,combinaison,3,100.0
7617014191704,3.19,combinaison,3,100.0
7617014202684,3.19,combinaison,3,100.0
8000070059375,7.24,reduction,2,68.0
8000070059351,7.24,reduction,2,68.0
8000070059399,7.24,reduction,2,68.0
8000070059337,7.14,reduction,2,68.0
8000070053571,3.19,combinaison,3,100.0
8000070053625,3.19,combinaison,3,100.0
8000070053564,3.19,combinaison,3,100.0
8000070053861,8.59,combinaison,3,100.0
7630311506873,3.65,combinaison,3,100.0
7613036942683,4.05,combinaison,3,100.0
7613036959049,3.65,combinaison,3,100.0
7613287186782,3.65,combinaison,3,100.0
7613036961561,3.65,combinaison,3,100.0
7613036957083,3.65,combinaison,3,100.0
7613036961820,3.65,combinaison,3,100.0
7613036961622,3.65,combinaison,3,100.0
7613287301291,3.65,combinaison,3,100.0
7613287335524,4.05,combinaison,3,100.0
7613287414236,5.99,combinaison,3,100.0
7613036943673,4.05,combinaison,3,100.0
7613036961769,3.65,combinaison,3,100.0
7613287417817,5.99,combinaison,3,100.0
7613287418890,5.99,combinaison,3,100.0
7613036958967,3.65,combinaison,3,100.0
7613287414298,5.99,combinaison,3,100.0
7613036943826,4.09,combinaison,3,100.0
7613036939980,4.09,combinaison,3,100.0
7613036961684,3.65,combinaison,3,100.0
7613039854327,4.05,combinaison,3,100.0
7613036943765,4.05,combinaison,3,100.0
7617014202295,5.99,combinaison,3,100.0
7617014202271,5.99,combinaison,3,100.0
7617014202318,5.99,combinaison,3,100.0
8000070026827,4.15,combinaison,3,100.0
8000070026803,4.15,combinaison,3,100.0
7617014204015,17.15,combinaison,3,100.0
7617014199342,8.69,combinaison,3,100.0
7617014203995,17.15,combinaison,3,100.0
7617014199311,8.69,combinaison,3,100.0
8000070020559,14.29,combinaison,3,100.0
8000070062306,17.35,combinaison,3,100.0
8000070017719,7.19,combinaison,3,100.0
8000070025035,13.55,combinaison,3,100.0
7613287008497,8.65,combinaison,3,100.0
7613037204797,8.65,combinaison,3,100.0
7613037204889,8.65,combinaison,3,100.0
3270190007937,4.35,reduction,2,30.0
8000070012882,5.59,combinaison,3,100.0
8000070012141,4.39,combinaison,3,100.0
8000070014602,3.09,combinaison,3,100.0
8000070032835,1.79,combinaison,3,100.0
8000070014114,5.79,combinaison,3,100.0
8000070015104,3.65,combinaison,3,100.0
8000070032866,6.65,combinaison,3,100.0
8000070012813,3.05,combinaison,3,100.0
3033710074624,5.94,reduction,2,68.0
7613036451253,5.94,reduction,2,68.0
7613287855503,3.55,combinaison,3,100.0
3111902100198,2.7,reduction,1,34.0
3456300015461,3.69,reduction,2,68.0
7613034947611,3.39,reduction,2,68.0
3159470005071,2.75,reduction,2,68.0
5053827105590,2.75,reduction,2,68.0
5050083516313,2.75,reduction,2,68.0
5059319019710,2.99,combinaison,3,100.0
5053827199667,2.79,combinaison,3,100.0
5059319016344,2.99,combinaison,3,100.0
5053827199759,4.04,combinaison,3,100.0
5050083535079,5.4,combinaison,3,100.0
5059319016870,2.99,combinaison,3,100.0
5053827156219,3.99,combinaison,3,100.0
5053827199568,2.85,combinaison,3,100.0
5059321004759,2.29,combinaison,3,100.0
7613037793338,3.39,reduction,2,68.0
3572420000481,3.9,combinaison,3,100.0
7613034938688,3.39,reduction,2,68.0
5600317471606,5.91,reduction,1,20.0
8000070063143,8.29,combinaison,3,100.0
7622210642523,2.94,combinaison,3,100.0
3538280038934,4.1,combinaison,3,100.0
7622210721716,3.09,combinaison,3,100.0
7622210203960,2.95,combinaison,3,100.0
7622210722256,2.09,combinaison,3,100.0
7622201779399,3.71,combinaison,3,100.0
7622201779351,3.71,combinaison,3,100.0
7622210722621,2.36,combinaison,3,100.0
3014680087890,3.04,combinaison,3,100.0
7622210721662,3.09,combinaison,3,100.0
7622210615534,2.3,combinaison,3,100.0
7622210636348,2.83,combinaison,3,100.0
3538280038941,3.63,combinaison,3,100.0
7622210723178,2.46,combinaison,3,100.0
30075214,3.25,combinaison,3,100.0
7622210600233,1.89,combinaison,3,100.0
7622210579614,2.83,combinaison,3,100.0
7622210600257,1.93,combinaison,3,100.0
7622210615572,2.25,combinaison,3,100.0
7622210722522,2.42,combinaison,3,100.0
3014680004521,2.19,combinaison,3,100.0
7622201132552,2.69,combinaison,3,100.0
7622201132583,2.69,combinaison,3,100.0
3560070776177,1.47,iRemise,2,2.49
3560070776207,1.47,iRemise,2,2.49
3270190117209,1.47,iRemise,2,2.49
3270190136668,1.47,iRemise,2,2.49
3560070776238,1.47,iRemise,2,2.49
3046920071833,3.49,reduction,2,50.0
3173287403165,1.89,catalogue,1,0.0
7622300311902,2.1,combinaison,3,100.0
7622400013935,1.45,combinaison,3,100.0
7622210616050,4.78,combinaison,3,100.0
5410081200759,2.99,combinaison,3,100.0
7622210724557,2.01,combinaison,3,100.0
7622400853210,3.77,combinaison,3,100.0
7622210738769,2.94,combinaison,3,100.0
5410081200445,1.89,combinaison,3,100.0
7622201126339,3.45,combinaison,3,100.0
7622210616067,4.78,combinaison,3,100.0
7622210438270,3.32,combinaison,3,100.0
7622210765352,4.49,combinaison,3,100.0
7622201640965,3.29,combinaison,3,100.0
7622201788148,3.25,combinaison,3,100.0
7622300630676,2.23,combinaison,3,100.0
7622400817410,2.47,combinaison,3,100.0
7622210926845,2.39,combinaison,3,100.0
7622201817008,3.15,combinaison,3,100.0
7622400006753,1.46,combinaison,3,100.0
7622400013942,2.65,combinaison,3,100.0
7622210728920,2.94,combinaison,3,100.0
3045140015849,3.3,combinaison,3,100.0
7622201517168,1.59,combinaison,3,100.0
7622210438294,2.47,combinaison,3,100.0
7622210995049,2.35,combinaison,3,100.0
7622210995124,3.03,combinaison,3,100.0
5410081200551,1.99,combinaison,3,100.0
5410081200124,3.75,combinaison,3,100.0
7622210616043,4.78,combinaison,3,100.0
5410081206201,4.01,combinaison,3,100.0
7622210616036,4.78,combinaison,3,100.0
7622210616029,4.78,combinaison,3,100.0
7622210423283,2.95,combinaison,3,100.0
7622210738752,2.69,combinaison,3,100.0
7622210869616,2.12,combinaison,3,100.0
7622400013928,2.52,combinaison,3,100.0
7622210995087,2.45,combinaison,3,100.0
7622200002290,3.42,combinaison,3,100.0
7622210995100,2.49,combinaison,3,100.0
7622210995025,2.72,combinaison,3,100.0
7622210995063,2.36,combinaison,3,100.0
7622201817145,3.15,combinaison,3,100.0
3046920040440,1.99,reduction,2,50.0
7610400020206,10.49,reduction,2,50.0
3046920022705,1.49,reduction,2,50.0
3046920017541,1.82,reduction,2,50.0
3046920013901,3.29,reduction,2,50.0
3046920040389,1.92,reduction,2,50.0
4000539280405,1.82,reduction,2,50.0
3046920021630,2.99,reduction,2,50.0
3046920047708,2.64,reduction,2,50.0
3046920042888,2.66,reduction,2,50.0
3046920042932,2.69,reduction,2,50.0
3046920047302,2.75,reduction,2,50.0
3046920013895,3.35,reduction,2,50.0
3046920010856,2.25,reduction,2,50.0
3046920013918,3.79,reduction,2,50.0
3046920042499,2.69,reduction,2,50.0
3046920017688,2.14,reduction,2,50.0
3046920010603,1.81,reduction,2,50.0
3046920013925,3.95,reduction,2,50.0
3046920028721,1.48,reduction,2,50.0
3046920040358,2.65,reduction,2,50.0
3046920047920,2.85,reduction,2,50.0
7610400087315,1.47,reduction,2,50.0
3046920084000,1.53,reduction,2,50.0
3046920020183,2.93,reduction,2,50.0
7610400090933,1.85,reduction,2,50.0
3046920029780,1.49,reduction,2,50.0
3046920022606,1.47,reduction,2,50.0
3046920027861,1.39,reduction,2,50.0
3046920020213,4.05,reduction,2,50.0
3046920020862,2.09,reduction,2,50.0
3046920047883,3.09,reduction,2,50.0
3046920047852,2.93,reduction,2,50.0
3046920017503,1.73,reduction,2,50.0
3046920040259,2.69,reduction,2,50.0
3046920026000,2.65,reduction,2,50.0
3046920027885,1.45,reduction,2,50.0
3046920042765,2.09,reduction,2,50.0
3046920040419,1.92,reduction,2,50.0
4000539280504,1.88,reduction,2,50.0
8003340097244,5.23,reduction,2,50.0
3046920045360,2.33,reduction,2,50.0
8003340090177,5.53,reduction,2,50.0
7610400095884,2.63,reduction,2,50.0
7610400070577,1.45,reduction,2,50.0
3046920047364,2.96,reduction,2,50.0
7610400084895,1.45,reduction,2,50.0
3046920042963,2.23,reduction,2,50.0
3046920041911,2.44,reduction,2,50.0
3046920043380,2.24,reduction,2,50.0
3046920021043,2.62,reduction,2,50.0
3046920071628,3.49,reduction,2,50.0
3046920016377,1.65,reduction,2,50.0
3046920029681,1.63,reduction,2,50.0
3046920074018,5.83,reduction,2,50.0
3046920010047,2.02,reduction,2,50.0
3046920042567,2.47,reduction,2,50.0
3046920022507,1.44,reduction,2,50.0
7610400066204,4.04,reduction,2,50.0
3046920045407,2.17,reduction,2,50.0
3046920010283,1.44,reduction,2,50.0
3046920045384,2.39,reduction,2,50.0
3046920040372,1.99,reduction,2,50.0
3046920025980,2.72,reduction,2,50.0
3046920029759,1.54,reduction,2,50.0
3046920020992,2.12,reduction,2,50.0
3046920020206,4.05,reduction,2,50.0
3046920021494,1.95,reduction,2,50.0
3664346306638,3.59,reduction,2,60.0
3664346306652,3.59,reduction,2,60.0
7613287636041,5.05,combinaison,3,100.0
3046920021463,3.86,reduction,2,50.0
7613035898707,5.91,reduction,2,68.0
7613036431651,5.91,reduction,2,68.0
7613035587816,5.91,reduction,2,68.0
7613035040762,5.91,reduction,2,68.0
3021762496143,26.9,catalogue,1,0.0
3021762496167,26.9,catalogue,1,0.0
3452200002617,3.39,reduction,2,68.0
3330720258144,2.65,combinaison,3,100.0
3452200009173,3.39,reduction,2,68.0
3452200009166,3.29,reduction,2,68.0
3452200009135,3.39,reduction,2,68.0
3330720258090,2.59,combinaison,3,100.0
3017768557131,3.04,combinaison,3,100.0
3701239900860,3.09,combinaison,3,100.0
3760122961722,3.75,combinaison,3,100.0
3701239900273,3.25,combinaison,3,100.0
3760122961715,3.69,combinaison,3,100.0
3760122961708,3.69,combinaison,3,100.0
3701239902086,2.59,combinaison,3,100.0
3080920992156,2.99,combinaison,3,100.0
3307350014877,0.95,reduction,2,68.0
3080920994709,2.2,combinaison,3,100.0
3080920994648,2.2,combinaison,3,100.0
3080920100063,2.95,combinaison,3,100.0
3080920981969,2.38,combinaison,3,100.0
3080920994211,3.25,combinaison,3,100.0
3080920981891,1.75,combinaison,3,100.0
3080920983819,1.65,combinaison,3,100.0
3080920983901,2.59,combinaison,3,100.0
3080920983178,3.39,combinaison,3,100.0
3080920981839,2.79,combinaison,3,100.0
3080920994310,3.35,combinaison,3,100.0
3080920981730,2.65,combinaison,3,100.0
3080920981921,2.35,combinaison,3,100.0
3080920983840,2.59,combinaison,3,100.0
3080920982591,2.95,combinaison,3,100.0
3080920980580,2.89,combinaison,3,100.0
3080920990459,2.99,combinaison,3,100.0
3080920101220,3.57,combinaison,3,100.0
3080920107789,2.89,combinaison,3,100.0
3080920107802,2.79,combinaison,3,100.0
3080920100025,1.89,combinaison,3,100.0
3080920983871,1.65,combinaison,3,100.0
3080920101206,1.91,combinaison,3,100.0
3080920100032,3.29,combinaison,3,100.0
3178530405743,2.34,reduction,1,34.0
3560071260156,1.09,reduction,2,30.0
3017760491884,2.28,reduction,1,34.0
7622300707224,2.28,reduction,1,34.0
3017760437783,2.28,reduction,1,34.0
3179142897896,4.78,combinaison,4,100.0
3179142056965,5.24,combinaison,4,100.0
3179142056842,7.76,combinaison,4,100.0
3179142061334,4.49,combinaison,4,100.0
3270727701277,1.45,reduction,2,68.0
3456300015454,3.69,reduction,2,68.0
3560070888115,1.13,reduction,2,30.0
3560070888122,1.13,reduction,2,30.0
3560070888146,1.05,reduction,2,30.0
3560070928194,1.11,reduction,2,30.0
3560070928255,0.99,reduction,2,30.0
3255290254207,4.83,catalogue,1,0.0
3255290254184,4.83,catalogue,1,0.0
7622201641054,3.29,combinaison,3,100.0
3760122961289,3.19,combinaison,3,100.0
8000500325384,3.14,reduction,2,60.0
3330720237798,6.99,combinaison,3,100.0
3017620422003,2.79,reduction,2,50.0
3017620429484,4.65,reduction,2,50.0
59032823,3.95,reduction,2,50.0
3017620425035,5.59,reduction,2,50.0
3179142000449,5.85,combinaison,4,100.0
3178530405736,2.16,reduction,1,34.0
3664346331678,2.55,catalogue,1,0.0
3664346331906,2.55,catalogue,1,0.0
3165430100007,0.81,Remise,1,34.0
8000500359488,1.99,reduction,2,50.0
8000500359815,1.99,reduction,2,50.0
8000500359884,1.99,reduction,2,50.0
8000500359556,1.99,reduction,2,50.0
3760020509521,2.65,combinaison,3,100.0
3456300012538,3.15,combinaison,3,100.0
3456300012552,2.82,combinaison,3,100.0
3760020508982,4.14,combinaison,3,100.0
3760020508371,2.9,combinaison,3,100.0
3456300011753,2.79,combinaison,3,100.0
3179142061341,6.49,combinaison,4,100.0
3179142040100,6.35,combinaison,4,100.0
3179142060276,9.7,combinaison,4,100.0
3179142720200,4.09,combinaison,4,100.0
3456300015263,1.99,combinaison,3,100.0
3456300015287,1.99,combinaison,3,100.0
3456300015256,1.99,combinaison,3,100.0
3456300015270,1.99,combinaison,3,100.0
7614800030278,2.92,combinaison,3,100.0
3456300014686,2.49,combinaison,3,100.0
3456300014693,2.49,combinaison,3,100.0
3038359010040,2.14,reduction,1,34.0
3165950221046,2.35,combinaison,3,100.0
3165950221060,2.45,combinaison,3,100.0
3165950221053,2.35,combinaison,3,100.0
3165950221077,2.45,combinaison,3,100.0
3560071223304,1.99,reduction,2,30.0
3560071015367,1.94,reduction,2,30.0
3560071161668,1.99,reduction,2,30.0
3700663001228,6.74,reduction,2,68.0
3700663001235,7.99,reduction,2,68.0
3700663001198,8.31,reduction,2,68.0
3700663001204,5.99,reduction,2,68.0
3700663001211,5.73,reduction,2,68.0
3700663001112,3.99,reduction,2,68.0
8997212610412,1.59,reduction,2,60.0
8997212610696,2.99,reduction,2,60.0
3700663001129,3.26,reduction,2,68.0
3560071170288,1.99,reduction,2,30.0
3229820802855,2.95,combinaison,3,100.0
3229820802824,2.95,combinaison,3,100.0
3560070393619,1.45,reduction,2,30.0
3700663001143,3.99,reduction,2,68.0
3700663001488,3.99,reduction,2,68.0
3229820802848,2.95,combinaison,3,100.0
3229820802831,2.95,combinaison,3,100.0
3229820796307,3.88,combinaison,3,100.0
3036811460365,2.99,combinaison,3,100.0
3036811460433,2.99,combinaison,3,100.0
3330720633804,1.99,combinaison,3,100.0
3036811460396,2.99,combinaison,3,100.0
3700663001167,3.99,reduction,2,68.0
3700663001181,3.99,reduction,2,68.0
3270720021563,4.49,reduction,2,68.0
3336971608059,3.99,reduction,2,68.0
3336972108053,2.24,reduction,2,68.0
3336971807094,1.79,reduction,2,68.0
3336971807049,2.24,reduction,2,68.0
7610216510236,1.96,combinaison,3,100.0
7610058209596,2.05,combinaison,3,100.0
7610058207738,2.19,combinaison,3,100.0
7610216312007,1.46,combinaison,3,100.0
7610216530234,1.59,combinaison,3,100.0
7610058207752,2.12,combinaison,3,100.0
7610216210464,1.51,combinaison,3,100.0
7610058207714,2.17,combinaison,3,100.0
7610216184000,1.51,combinaison,3,100.0
3327271707634,2.02,combinaison,3,100.0
3327271703193,1.99,combinaison,3,100.0
3609200010726,1.29,Remise,1,34.0
3609200010054,1.29,Remise,1,34.0
3229820181332,2.04,combinaison,3,100.0
3609200010993,1.29,Remise,1,34.0
3609200009126,1.29,Remise,1,34.0
3017760801799,2.14,Remise,1,34.0
7622210191366,2.14,Remise,1,34.0
7622210191359,2.14,Remise,1,34.0
3038359012563,1.29,reduction,1,34.0
7613036400671,1.69,combinaison,3,100.0
7613035952331,1.79,combinaison,3,100.0
7613032397623,1.79,combinaison,3,100.0
7613036400411,1.69,combinaison,3,100.0
7613036400640,1.69,combinaison,3,100.0
7613033687914,1.75,combinaison,3,100.0
7613033687983,1.65,combinaison,3,100.0
7613035781627,1.79,combinaison,3,100.0
7613033687884,1.55,combinaison,3,100.0
3229820793009,2.17,combinaison,3,100.0
3336971809029,2.25,reduction,2,68.0
3165950217773,2.65,combinaison,3,100.0
3497917000907,1.34,combinaison,3,100.0
3497917003168,1.34,combinaison,3,100.0
3497917002741,1.34,combinaison,3,100.0
3497917000518,1.34,combinaison,3,100.0
3497911101129,1.34,combinaison,3,100.0
3497911105127,1.29,combinaison,3,100.0
3336972007035,1.73,reduction,2,68.0
3336971805021,1.69,reduction,2,68.0
3336971805038,1.69,reduction,2,68.0
3336972109104,1.75,reduction,2,68.0
8437000906476,2.68,combinaison,3,100.0
3038359011528,1.15,reduction,1,34.0
3038359012327,1.75,reduction,1,34.0
3223920700127,0.89,reduction,1,34.0
3223920630134,1.76,reduction,1,34.0
3223920710133,1.97,reduction,1,34.0
3223920620128,1.58,reduction,1,34.0
8997212610405,1.83,reduction,2,60.0
8886303210559,2.93,reduction,2,60.0
8886303210207,1.77,reduction,2,60.0
3609200011150,1.97,Remise,1,34.0
3609200011143,1.91,Remise,1,34.0
3609200011129,1.97,Remise,1,34.0
3609200011136,1.91,Remise,1,34.0
3270720005709,3.89,reduction,2,68.0
3165950217780,2.65,combinaison,3,100.0
3165950215113,3.6,combinaison,3,100.0
3165950215120,3.45,combinaison,3,100.0
3165950223644,1.99,combinaison,3,100.0
3165950223637,1.99,combinaison,3,100.0
3165950223620,1.99,combinaison,3,100.0
3165950219845,1.95,combinaison,3,100.0
3165950215267,4.79,economie,1,34.0
3165950215250,4.79,economie,1,34.0
3165950215229,4.79,economie,1,34.0
3165950215236,4.79,economie,1,34.0
3165950215212,4.79,economie,1,34.0
3165950215205,4.79,economie,1,34.0
3165950216295,2.16,combinaison,3,100.0
3165950211726,1.97,combinaison,3,100.0
3165950216783,2.16,combinaison,3,100.0
3165950216776,2.16,combinaison,3,100.0
3165950210651,1.85,combinaison,3,100.0
3165950216011,1.99,combinaison,3,100.0
3165950217728,2.25,combinaison,3,100.0
3165954429011,2.31,combinaison,3,100.0
3165950083019,2.38,combinaison,3,100.0
3165958350014,1.84,combinaison,3,100.0
3165958535015,1.64,combinaison,3,100.0
3165957813015,1.76,combinaison,3,100.0
